addr,size,kind,bind,section,demangled,mangled
0x0018a040,524,FUNC,STB_GLOBAL,1,QueryController__7PS2Game,QueryController__7PS2Game
0x0018a250,376,FUNC,STB_GLOBAL,1,CheckCDOpen(void),CheckCDOpen__Fv
0x0018a3c8,356,FUNC,STB_GLOBAL,1,Psx2GameLoop__7PS2Game,Psx2GameLoop__7PS2Game
0x0018a530,424,FUNC,STB_GLOBAL,1,CheckCDDialog(void),CheckCDDialog__Fv
0x0018a6d8,1200,FUNC,STB_GLOBAL,1,Psx2StartLoop__7PS2Game,Psx2StartLoop__7PS2Game
0x0018ab88,40,FUNC,STB_GLOBAL,1,InputProcessData__7PS2Game,InputProcessData__7PS2Game
0x0018abb0,8,FUNC,STB_GLOBAL,1,PreShutDown__7PS2Game,PreShutDown__7PS2Game
0x0018abb8,60,FUNC,STB_GLOBAL,1,ShutDown__7PS2Game,ShutDown__7PS2Game
0x0018abf8,32,FUNC,STB_GLOBAL,1,PostShutDown__7PS2Game,PostShutDown__7PS2Game
0x0018ac18,52,FUNC,STB_GLOBAL,1,PS2SystemShutDown__7PS2Game,PS2SystemShutDown__7PS2Game
0x0018ac50,720,FUNC,STB_GLOBAL,1,ambient_update(OBJECT*),ambient_update__FP6OBJECT
0x0018af20,264,FUNC,STB_GLOBAL,1,UpdateAudio__7PS2Game,UpdateAudio__7PS2Game
0x0018b028,116,FUNC,STB_GLOBAL,1,setCtrlConfig__7PS2Gameiii,setCtrlConfig__7PS2Gameiii
0x0018b0a0,28,FUNC,STB_GLOBAL,1,getCtrlConfig__7PS2GamePiN21,getCtrlConfig__7PS2GamePiN21
0x0018b0c0,8,FUNC,STB_GLOBAL,1,getMenuDlog__7PS2Game,getMenuDlog__7PS2Game
0x0018b0c8,112,FUNC,STB_GLOBAL,1,setMenuDlog__7PS2Game11MenuDlogIdx,setMenuDlog__7PS2Game11MenuDlogIdx
0x0018b138,20,FUNC,STB_GLOBAL,1,getMenuSelection__7PS2Game,getMenuSelection__7PS2Game
0x0018b150,8,FUNC,STB_GLOBAL,1,getPlayerID__7PS2Game,getPlayerID__7PS2Game
0x0018b158,28,FUNC,STB_GLOBAL,1,setPlayerID__7PS2GamePCc,setPlayerID__7PS2GamePCc
0x0018b178,8,FUNC,STB_GLOBAL,1,setStoryAvail__7PS2Gamei,setStoryAvail__7PS2Gamei
0x0018b180,8,FUNC,STB_GLOBAL,1,setMissionAvail__7PS2Gamei,setMissionAvail__7PS2Gamei
0x0018b188,20,FUNC,STB_GLOBAL,1,setMenuSelection__7PS2Gameiiii,setMenuSelection__7PS2Gameiiii
0x0018b1a0,348,FUNC,STB_GLOBAL,1,CheckController(void),CheckController__Fv
0x0018b300,572,FUNC,STB_GLOBAL,1,RefreshMemCardData(void),RefreshMemCardData__Fv
0x0018b540,652,FUNC,STB_GLOBAL,1,GetGiantsSettings(void),GetGiantsSettings__Fv
0x0018b7d0,2140,FUNC,STB_GLOBAL,1,CheckMemoryCard(void),CheckMemoryCard__Fv
0x0018c030,156,FUNC,STB_GLOBAL,1,FormatMemoryCardCheck(void),FormatMemoryCardCheck__Fv
0x0018c0d0,132,FUNC,STB_GLOBAL,1,FormatMemoryCardFnct(void),FormatMemoryCardFnct__Fv
0x0018c158,456,FUNC,STB_GLOBAL,1,RetryMemoryCardCheck(void),RetryMemoryCardCheck__Fv
0x0018c320,288,FUNC,STB_GLOBAL,1,X_TriFnct(void),X_TriFnct__Fv
0x0018c440,156,FUNC,STB_GLOBAL,1,AutoRetryMemoryCard(void),AutoRetryMemoryCard__Fv
0x0018c4e0,680,FUNC,STB_GLOBAL,1,LoadGameStats(void),LoadGameStats__Fv
0x0018c788,156,FUNC,STB_GLOBAL,1,DeleteSettingsCheck(void),DeleteSettingsCheck__Fv
0x0018c828,548,FUNC,STB_GLOBAL,1,DeleteSettingsFnct(void),DeleteSettingsFnct__Fv
0x0018ca50,164,FUNC,STB_GLOBAL,1,DeleteSaveGameCheck(void),DeleteSaveGameCheck__Fv
0x0018caf8,520,FUNC,STB_GLOBAL,1,DeleteSaveGameFnct(void),DeleteSaveGameFnct__Fv
0x0018cd00,244,FUNC,STB_GLOBAL,1,OverwriteSaveGameCheck(void),OverwriteSaveGameCheck__Fv
0x0018cdf8,580,FUNC,STB_GLOBAL,1,CheckSaveGameName(void),CheckSaveGameName__Fv
0x0018d040,576,FUNC,STB_GLOBAL,1,GiantsSaveSettings(void),GiantsSaveSettings__Fv
0x0018d280,164,FUNC,STB_GLOBAL,1,RetrySaveGame(void),RetrySaveGame__Fv
0x0018d328,248,FUNC,STB_GLOBAL,1,RetryDeleteFnct(void),RetryDeleteFnct__Fv
0x0018d420,252,FUNC,STB_GLOBAL,1,InGameSave(void),InGameSave__Fv
0x0018d520,164,FUNC,STB_GLOBAL,1,SaveDataFnct(void),SaveDataFnct__Fv
0x0018d5c8,168,FUNC,STB_GLOBAL,1,RetryLoadFnct(void),RetryLoadFnct__Fv
0x0018d670,500,FUNC,STB_GLOBAL,1,LoadDataFnct(void),LoadDataFnct__Fv
0x0018d868,172,FUNC,STB_GLOBAL,1,InGameLoad(void),InGameLoad__Fv
0x0018d918,272,FUNC,STB_GLOBAL,1,RestartMissionFnct(void),RestartMissionFnct__Fv
0x0018da28,180,FUNC,STB_GLOBAL,1,QuitMissionFnct(void),QuitMissionFnct__Fv
0x0018dae0,508,FUNC,STB_GLOBAL,1,XcontinueFnct(void),XcontinueFnct__Fv
0x0018dce0,76,FUNC,STB_GLOBAL,1,"GetLastSeparator(char*, /*same*/)",GetLastSeparator__FPcT0
0x0018dd30,20,FUNC,STB_GLOBAL,1,setMenuHilight__7PS2GamePv,setMenuHilight__7PS2GamePv
0x0018dd48,28,FUNC,STB_GLOBAL,1,setMenuNonTextHilight__7PS2GamePv,setMenuNonTextHilight__7PS2GamePv
0x0018dd68,28,FUNC,STB_GLOBAL,1,setMenuNonHilight__7PS2GamePv,setMenuNonHilight__7PS2GamePv
0x0018dd88,320,FUNC,STB_GLOBAL,1,ControlConfigDialog(void),ControlConfigDialog__Fv
0x0018dec8,1544,FUNC,STB_GLOBAL,1,MenuDialogBox__7PS2Game,MenuDialogBox__7PS2Game
0x0018e4d0,580,FUNC,STB_GLOBAL,1,RenderMenuLoop__7PS2Game,RenderMenuLoop__7PS2Game
0x0018e718,512,FUNC,STB_GLOBAL,1,doStringMenuDraw__7PS2Game,doStringMenuDraw__7PS2Game
0x0018e918,596,FUNC,STB_GLOBAL,1,MemoryCardSelectionDraw__7PS2Game,MemoryCardSelectionDraw__7PS2Game
0x0018eb70,444,FUNC,STB_GLOBAL,1,LoadGameSelectionDraw__7PS2Game,LoadGameSelectionDraw__7PS2Game
0x0018ed30,848,FUNC,STB_GLOBAL,1,MissionSelectionDraw__7PS2Game,MissionSelectionDraw__7PS2Game
0x0018f080,1036,FUNC,STB_GLOBAL,1,CutsceneSelectionDraw__7PS2Game,CutsceneSelectionDraw__7PS2Game
0x0018f490,1776,FUNC,STB_GLOBAL,1,ControllerSelectionDraw__7PS2Game,ControllerSelectionDraw__7PS2Game
0x0018fb80,440,FUNC,STB_GLOBAL,1,HighlightOptionGage__7PS2Gamefffff,HighlightOptionGage__7PS2Gamefffff
0x0018fd38,2664,FUNC,STB_GLOBAL,1,OptionsSelectionDraw__7PS2Game,OptionsSelectionDraw__7PS2Game
0x001907a0,112,FUNC,STB_GLOBAL,1,PlayerIDSelectionDraw__7PS2Game,PlayerIDSelectionDraw__7PS2Game
0x00190810,272,FUNC,STB_GLOBAL,1,SelectionInfoDraw__7PS2Game,SelectionInfoDraw__7PS2Game
0x00190920,60,FUNC,STB_GLOBAL,1,getObjectPointer__7PS2Gamei,getObjectPointer__7PS2Gamei
0x00190960,448,FUNC,STB_GLOBAL,1,ProcessMenuLoop__7PS2Game,ProcessMenuLoop__7PS2Game
0x00190b20,136,FUNC,STB_GLOBAL,1,MenuSelectUp__7PS2Game,MenuSelectUp__7PS2Game
0x00190ba8,136,FUNC,STB_GLOBAL,1,MenuSelectDown__7PS2Game,MenuSelectDown__7PS2Game
0x00190c30,136,FUNC,STB_GLOBAL,1,MenuSelectLeft__7PS2Game,MenuSelectLeft__7PS2Game
0x00190cb8,136,FUNC,STB_GLOBAL,1,MenuSelectRight__7PS2Game,MenuSelectRight__7PS2Game
0x00190d40,220,FUNC,STB_GLOBAL,1,checkMenuItemSelectButtons__7PS2Game,checkMenuItemSelectButtons__7PS2Game
0x00190e20,428,FUNC,STB_GLOBAL,1,ResetOptions__7PS2Game,ResetOptions__7PS2Game
0x00190fd0,1740,FUNC,STB_GLOBAL,1,SetOptionVariable__7PS2Gamei,SetOptionVariable__7PS2Gamei
0x001916a0,352,FUNC,STB_GLOBAL,1,ProcessMenuInputs__7PS2Game,ProcessMenuInputs__7PS2Game
0x00191800,652,FUNC,STB_GLOBAL,1,CtrlConfgInputs(void),CtrlConfgInputs__Fv
0x00191a90,1152,FUNC,STB_GLOBAL,1,MenuDlogInputs__7PS2Game,MenuDlogInputs__7PS2Game
0x00191f10,184,FUNC,STB_GLOBAL,1,MainMenuInputs__7PS2Game,MainMenuInputs__7PS2Game
0x00191fc8,836,FUNC,STB_GLOBAL,1,PlayerIDMenuInputs__7PS2Game,PlayerIDMenuInputs__7PS2Game
0x00192310,724,FUNC,STB_GLOBAL,1,MemoryCardMenuInputs__7PS2Game,MemoryCardMenuInputs__7PS2Game
0x001925e8,320,FUNC,STB_GLOBAL,1,SettingsMenuInputs__7PS2Game,SettingsMenuInputs__7PS2Game
0x00192728,72,FUNC,STB_GLOBAL,1,load_Baldurs_Gate_Demo(void),load_Baldurs_Gate_Demo__Fv
0x00192770,244,FUNC,STB_GLOBAL,1,ExtrasMenuInputs__7PS2Game,ExtrasMenuInputs__7PS2Game
0x00192868,264,FUNC,STB_GLOBAL,1,ControllerMenuInputs__7PS2Game,ControllerMenuInputs__7PS2Game
0x00192970,1280,FUNC,STB_GLOBAL,1,OptionsMenuInputs__7PS2Game,OptionsMenuInputs__7PS2Game
0x00192e70,108,FUNC,STB_GLOBAL,1,CreditsMenuInputs__7PS2Game,CreditsMenuInputs__7PS2Game
0x00192ee0,384,FUNC,STB_GLOBAL,1,DifficultyMenuInputs__7PS2Game,DifficultyMenuInputs__7PS2Game
0x00193060,272,FUNC,STB_GLOBAL,1,LoadGameMenuInputs__7PS2Game,LoadGameMenuInputs__7PS2Game
0x00193170,728,FUNC,STB_GLOBAL,1,ControlMenuInputs__7PS2Game,ControlMenuInputs__7PS2Game
0x00193448,804,FUNC,STB_GLOBAL,1,MissionMenuInputs__7PS2Game,MissionMenuInputs__7PS2Game
0x00193770,1092,FUNC,STB_GLOBAL,1,CutsceneMenuInputs__7PS2Game,CutsceneMenuInputs__7PS2Game
0x00193bb8,140,FUNC,STB_GLOBAL,1,EvaluatePlayerID__7PS2Game,EvaluatePlayerID__7PS2Game
0x00193c48,416,FUNC,STB_GLOBAL,1,LvlSelectMenuInputs__7PS2Game,LvlSelectMenuInputs__7PS2Game
0x00193de8,384,FUNC,STB_GLOBAL,1,RenderLoadingScreen__7PS2Game,RenderLoadingScreen__7PS2Game
0x00193f68,624,FUNC,STB_GLOBAL,1,ps2g_initProgressBar(float),ps2g_initProgressBar__Ff
0x001941d8,488,FUNC,STB_GLOBAL,1,DrawProgressBar(void*),DrawProgressBar__FPv
0x001943c0,304,FUNC,STB_GLOBAL,1,ps2g_estimatedCompletion(float),ps2g_estimatedCompletion__Ff
0x001944f0,168,FUNC,STB_GLOBAL,1,ps2g_fadeLoadingText(void),ps2g_fadeLoadingText__Fv
0x00194598,52,FUNC,STB_GLOBAL,1,checkMenuTimer__7PS2GamePUl,checkMenuTimer__7PS2GamePUl
0x001945d0,40,FUNC,STB_GLOBAL,1,resetTimer__7PS2Game,resetTimer__7PS2Game
0x001945f8,992,FUNC,STB_GLOBAL,1,Psx2MenuLoop__7PS2Game,Psx2MenuLoop__7PS2Game
0x001949d8,116,FUNC,STB_GLOBAL,1,ASCIICodeConvertToFontIdx__7PS2GameUc,ASCIICodeConvertToFontIdx__7PS2GameUc
0x00194a50,48,FUNC,STB_GLOBAL,1,FullASCIICodeConvertToFontIdx__7PS2GameUc,FullASCIICodeConvertToFontIdx__7PS2GameUc
0x00194a80,872,FUNC,STB_GLOBAL,1,draw_Message_sprite__7PS2GamefffPUcP12fontPositionfff,draw_Message_sprite__7PS2GamefffPUcP12fontPositionfff
0x00194de8,880,FUNC,STB_GLOBAL,1,HilightString__7PS2GameP13MessagePacketP12fontPosition,HilightString__7PS2GameP13MessagePacketP12fontPosition
0x00195158,304,FUNC,STB_GLOBAL,1,HilightCharacter__7PS2Gameffff,HilightCharacter__7PS2Gameffff
0x00195288,708,FUNC,STB_GLOBAL,1,draw_Message__7PS2GameP13MessagePacketP12fontPosition,draw_Message__7PS2GameP13MessagePacketP12fontPosition
0x00195550,220,FUNC,STB_GLOBAL,1,ProcessIntroLoop__7PS2Game,ProcessIntroLoop__7PS2Game
0x00195630,180,FUNC,STB_GLOBAL,1,RenderIntroLoop__7PS2Game,RenderIntroLoop__7PS2Game
0x001956e8,788,FUNC,STB_GLOBAL,1,Psx2IntroLoop__7PS2Game,Psx2IntroLoop__7PS2Game
0x00195a00,2652,FUNC,STB_GLOBAL,1,drawLevelSelectScreen__7PS2Game,drawLevelSelectScreen__7PS2Game
0x00196460,260,FUNC,STB_GLOBAL,1,runCredits__7PS2Game,runCredits__7PS2Game
0x00196568,1436,FUNC,STB_LOCAL,1,__static_initialization_and_destruction_0,__static_initialization_and_destruction_0
0x00196b18,32,FUNC,STB_GLOBAL,1,_GLOBAL_$I$szIOPModules,_GLOBAL_$I$szIOPModules
0x00196b38,32,FUNC,STB_GLOBAL,1,_GLOBAL_$D$szIOPModules,_GLOBAL_$D$szIOPModules
0x00196b58,0,NOTYPE,STB_LOCAL,1,gcc2_compiled.,gcc2_compiled.
0x00196b58,0,NOTYPE,STB_LOCAL,1,__gnu_compiled_cplusplus,__gnu_compiled_cplusplus
0x00196b58,176,FUNC,STB_GLOBAL,1,main,main
0x00196c08,124,FUNC,STB_GLOBAL,1,PauseTime,PauseTime
0x00196c88,224,FUNC,STB_GLOBAL,1,timeGetTime,timeGetTime
0x00196d68,8,FUNC,STB_GLOBAL,1,timeGetTimeMax,timeGetTimeMax
0x00196d70,56,FUNC,STB_GLOBAL,1,timeGetTimeDelta(unsigned long*),timeGetTimeDelta__FPUl
0x00196da8,0,NOTYPE,STB_LOCAL,1,gcc2_compiled.,gcc2_compiled.
0x00196da8,0,NOTYPE,STB_LOCAL,1,__gnu_compiled_cplusplus,__gnu_compiled_cplusplus
0x00196da8,612,FUNC,STB_GLOBAL,1,"temp_create_rndr_base(unsigned char*, /*same*/, ObjectData*)",temp_create_rndr_base__FPUcT0P10ObjectData
0x00197010,80,FUNC,STB_GLOBAL,1,temp_default_rndr_dynamic(rndr_dynamic&),temp_default_rndr_dynamic__FR12rndr_dynamic
0x00197060,0,NOTYPE,STB_LOCAL,1,gcc2_compiled.,gcc2_compiled.
0x00197060,0,NOTYPE,STB_LOCAL,1,__gnu_compiled_cplusplus,__gnu_compiled_cplusplus
0x00197060,8,FUNC,STB_GLOBAL,1,GEO_QuatDump,GEO_QuatDump
0x00197068,212,FUNC,STB_GLOBAL,1,GEO_QuatNormalize,GEO_QuatNormalize
0x00197140,212,FUNC,STB_GLOBAL,1,GEO_QuatMakeClosest,GEO_QuatMakeClosest
0x00197218,48,FUNC,STB_GLOBAL,1,GEO_QuatConjugate,GEO_QuatConjugate
0x00197248,176,FUNC,STB_GLOBAL,1,GEO_QuatLogN,GEO_QuatLogN
0x001972f8,188,FUNC,STB_GLOBAL,1,GEO_QuatExp,GEO_QuatExp
0x001973b8,132,FUNC,STB_GLOBAL,1,GEO_QuatInverse,GEO_QuatInverse
0x00197440,132,FUNC,STB_GLOBAL,1,GEO_QuatAngAxis,GEO_QuatAngAxis
0x001974c8,156,FUNC,STB_GLOBAL,1,GEO_AngAxisQuat,GEO_AngAxisQuat
0x00197568,76,FUNC,STB_GLOBAL,1,GEO_AngAxisMakeAngPositive,GEO_AngAxisMakeAngPositive
0x001975b8,188,FUNC,STB_GLOBAL,1,GEO_AngAxisNormalizeAng,GEO_AngAxisNormalizeAng
0x00197678,28,FUNC,STB_GLOBAL,1,GEO_AngAxisNormalizeAxis,GEO_AngAxisNormalizeAxis
0x00197698,508,FUNC,STB_GLOBAL,1,GEO_QuatSlerpNearest,GEO_QuatSlerpNearest
0x00197898,368,FUNC,STB_GLOBAL,1,GEO_QuatSlerp,GEO_QuatSlerp
0x00197a08,160,FUNC,STB_GLOBAL,1,GEO_QuatSquad,GEO_QuatSquad
0x00197aa8,320,FUNC,STB_GLOBAL,1,GEO_QuatMultiply,GEO_QuatMultiply
0x00197be8,72,FUNC,STB_GLOBAL,1,GEO_QuatDivide,GEO_QuatDivide
0x00197c30,164,FUNC,STB_GLOBAL,1,GEO_QuatIsIdentity,GEO_QuatIsIdentity
0x00197cd8,96,FUNC,STB_GLOBAL,1,GEO_QuatCompare,GEO_QuatCompare
0x00197d38,100,FUNC,STB_GLOBAL,1,"GEO_QuatAngleDifference(GEO_Vec4*, /*same*/)",GEO_QuatAngleDifference__FP8GEO_Vec4T0
0x00197da0,64,FUNC,STB_GLOBAL,1,GEO_QuatLnDif,GEO_QuatLnDif
0x00197de0,212,FUNC,STB_GLOBAL,1,GEO_QuatCompA,GEO_QuatCompA
0x00197eb8,64,FUNC,STB_GLOBAL,1,GEO_QuatDot,GEO_QuatDot
0x00197ef8,168,FUNC,STB_GLOBAL,1,GEO_QuatArc,GEO_QuatArc
0x00197fa0,292,FUNC,STB_GLOBAL,1,GEO_QuatArclerp,GEO_QuatArclerp
0x001980c8,0,NOTYPE,STB_LOCAL,1,gcc2_compiled.,gcc2_compiled.
0x001980c8,0,NOTYPE,STB_LOCAL,1,__gnu_compiled_cplusplus,__gnu_compiled_cplusplus
0x001980c8,292,FUNC,STB_GLOBAL,1,"videoCallback(sceMpeg*, sceMpegCbDataStr*, void*)",videoCallback__FP7sceMpegP16sceMpegCbDataStrPv
0x001981f0,212,FUNC,STB_GLOBAL,1,"pcmCallback(sceMpeg*, sceMpegCbDataStr*, void*)",pcmCallback__FP7sceMpegP16sceMpegCbDataStrPv
0x001982c8,304,FUNC,STB_LOCAL,1,"copy2area(unsigned char*, int, /*same*/, int, /*same*/, int, /*same*/, int)",copy2area__FPUciT0iT0iT0i
0x001983f8,0,NOTYPE,STB_LOCAL,1,gcc2_compiled.,gcc2_compiled.
0x001983f8,0,NOTYPE,STB_LOCAL,1,__gnu_compiled_cplusplus,__gnu_compiled_cplusplus
0x001983f8,24,FUNC,STB_GLOBAL,1,readBufCreate(ReadBuf*),readBufCreate__FP7ReadBuf
0x00198410,8,FUNC,STB_GLOBAL,1,readBufDelete(ReadBuf*),readBufDelete__FP7ReadBuf
0x00198418,48,FUNC,STB_GLOBAL,1,"readBufBeginPut(ReadBuf*, unsigned char**)",readBufBeginPut__FP7ReadBufPPUc
0x00198448,68,FUNC,STB_GLOBAL,1,"readBufEndPut(ReadBuf*, int)",readBufEndPut__FP7ReadBufi
0x00198490,72,FUNC,STB_GLOBAL,1,"readBufBeginGet(ReadBuf*, unsigned char**)",readBufBeginGet__FP7ReadBufPPUc
0x001984d8,36,FUNC,STB_GLOBAL,1,"readBufEndGet(ReadBuf*, int)",readBufEndGet__FP7ReadBufi
0x001984fc,0,NOTYPE,STB_LOCAL,1,gcc2_compiled.,gcc2_compiled.
0x001984fc,0,NOTYPE,STB_LOCAL,1,__gnu_compiled_cplusplus,__gnu_compiled_cplusplus
0x00198500,0,NOTYPE,STB_LOCAL,1,gcc2_compiled.,gcc2_compiled.
0x00198500,0,NOTYPE,STB_LOCAL,1,__gnu_compiled_cplusplus,__gnu_compiled_cplusplus
0x00198500,28,FUNC,STB_GLOBAL,1,read_globals_bin,read_globals_bin
0x00198520,376,FUNC,STB_GLOBAL,1,reread_globals_bin,reread_globals_bin
0x00198698,60,FUNC,STB_GLOBAL,1,free_globals_bin,free_globals_bin
0x001986d8,0,NOTYPE,STB_LOCAL,1,gcc2_compiled.,gcc2_compiled.
0x001986d8,0,NOTYPE,STB_LOCAL,1,__gnu_compiled_cplusplus,__gnu_compiled_cplusplus
0x001986d8,10164,FUNC,STB_GLOBAL,1,read_objects_bin_PS2,read_objects_bin_PS2
0x0019ae90,116,FUNC,STB_LOCAL,1,"finish_trigger(Animation*, int, AnimTrigger*)",finish_trigger__FP9AnimationiP11AnimTrigger
0x0019af08,260,FUNC,STB_GLOBAL,1,objdata_rotate_fix180,objdata_rotate_fix180
0x0019b010,260,FUNC,STB_GLOBAL,1,objdata_rotate_fix0,objdata_rotate_fix0
0x0019b118,440,FUNC,STB_GLOBAL,1,free_objects_bin,free_objects_bin
0x0019b2e0,0,NOTYPE,STB_LOCAL,1,gcc2_compiled.,gcc2_compiled.
0x0019b2e0,0,NOTYPE,STB_LOCAL,1,__gnu_compiled_cplusplus,__gnu_compiled_cplusplus
0x0019b2e0,8,FUNC,STB_GLOBAL,1,world_legal_for_gameteams,world_legal_for_gameteams
0x0019b2e8,64,FUNC,STB_GLOBAL,1,world_get_pointer,world_get_pointer
0x0019b328,148,FUNC,STB_GLOBAL,1,world_get_id,world_get_id
0x0019b3c0,40,FUNC,STB_GLOBAL,1,world_get_realname,world_get_realname
0x0019b3e8,88,FUNC,STB_GLOBAL,1,world_get_nicename,world_get_nicename
0x0019b440,64,FUNC,STB_GLOBAL,1,world_get_maxid,world_get_maxid
0x0019b480,660,FUNC,STB_GLOBAL,1,read_world_list,read_world_list
0x0019b718,8,FUNC,STB_GLOBAL,1,read_worlds_bin_start,read_worlds_bin_start
0x0019b720,64,FUNC,STB_GLOBAL,1,read_worlds_bin,read_worlds_bin
0x0019b760,300,FUNC,STB_GLOBAL,1,setup_sun_flares(void),setup_sun_flares__Fv
0x0019b890,56,FUNC,STB_GLOBAL,1,isObjectValidType(int),isObjectValidType__Fi
0x0019b8c8,268,FUNC,STB_GLOBAL,1,getLeafNumber,getLeafNumber
0x0019b9d8,380,FUNC,STB_GLOBAL,1,"checkForLeafRadiusIncrease(OBJECT*, i32vec3*, int)",checkForLeafRadiusIncrease__FP6OBJECTP7i32vec3i
0x0019bb58,216,FUNC,STB_GLOBAL,1,addValidObjectToTree(OBJECT*),addValidObjectToTree__FP6OBJECT
0x0019bc30,356,FUNC,STB_GLOBAL,1,octInitTree(WorldData*),octInitTree__FP9WorldData
0x0019bd98,9764,FUNC,STB_GLOBAL,1,read_worlds_bin_fn_PS2,read_worlds_bin_fn_PS2
0x0019e3c0,1472,FUNC,STB_GLOBAL,1,read_menus_bin_fn_PS2,read_menus_bin_fn_PS2
0x0019e980,116,FUNC,STB_LOCAL,1,"finish_worldanim_list(int, WorldAnim*)",finish_worldanim_list__FiP9WorldAnim
0x0019e9f8,108,FUNC,STB_GLOBAL,1,free_world_list,free_world_list
0x0019ea68,44,FUNC,STB_GLOBAL,1,free_worlds_bin,free_worlds_bin
0x0019ea98,228,FUNC,STB_GLOBAL,1,fix_hiding,fix_hiding
0x0019eb80,8,FUNC,STB_LOCAL,1,fix_collision_boxes(char*),fix_collision_boxes__FPc
0x0019eb98,0,NOTYPE,STB_LOCAL,1,gcc2_compiled.,gcc2_compiled.
0x0019eb98,0,NOTYPE,STB_LOCAL,1,__gnu_compiled_cplusplus,__gnu_compiled_cplusplus
0x0019eb98,24,FUNC,STB_GLOBAL,1,reaperbase_get_bldg_name,reaperbase_get_bldg_name
0x0019ebb0,1608,FUNC,STB_GLOBAL,1,reaperbase_init,reaperbase_init
0x0019f1f8,220,FUNC,STB_GLOBAL,1,reaperbase_move,reaperbase_move
0x0019f2d8,1888,FUNC,STB_GLOBAL,1,reaperbasebldg_move,reaperbasebldg_move
0x0019fa38,516,FUNC,STB_GLOBAL,1,reaperbasebldg_start_building,reaperbasebldg_start_building
0x0019fc40,308,FUNC,STB_GLOBAL,1,reaperbasebldg_finish_building,reaperbasebldg_finish_building
0x0019fd78,204,FUNC,STB_GLOBAL,1,CheckReadyToMakeNewBuilding(OBJECT*),CheckReadyToMakeNewBuilding__FP6OBJECT
0x0019fe48,152,FUNC,STB_GLOBAL,1,"reaperbase_icon_test(OBJECT*, int, int)",reaperbase_icon_test__FP6OBJECTii
0x0019fee0,492,FUNC,STB_GLOBAL,1,reaperbase_update_icons,reaperbase_update_icons
0x001a00d0,168,FUNC,STB_LOCAL,1,"reaperbase_swap_model(OBJECT*, int, e_bldg_objset)",reaperbase_swap_model__FP6OBJECTi13e_bldg_objset
0x001a0178,1468,FUNC,STB_GLOBAL,1,reaperbasebldg_shot,reaperbasebldg_shot
0x001a0738,8,FUNC,STB_GLOBAL,1,reaperbase_size_ospec,reaperbase_size_ospec
0x001a0740,8,FUNC,STB_GLOBAL,1,reaperbasebldg_size_ospec,reaperbasebldg_size_ospec
0x001a0748,148,FUNC,STB_GLOBAL,1,reaperbase_validate,reaperbase_validate
0x001a07e0,200,FUNC,STB_GLOBAL,1,reaperbase_assign_smartie_to_building,reaperbase_assign_smartie_to_building
0x001a08a8,188,FUNC,STB_LOCAL,1,"reaperbase_destroy_tentatives(OBJECT*, int)",reaperbase_destroy_tentatives__FP6OBJECTi
0x001a0968,524,FUNC,STB_GLOBAL,1,reaperbase_setup_tentative,reaperbase_setup_tentative
0x001a0b78,136,FUNC,STB_GLOBAL,1,reaperbase_hide_tentatives,reaperbase_hide_tentatives
0x001a0c00,48,FUNC,STB_GLOBAL,1,"reaperbase_legal_line_move(OBJECT*, int, int)",reaperbase_legal_line_move__FP6OBJECTii
0x001a0c30,968,FUNC,STB_GLOBAL,1,reaperbase_get_smartie_base_dest,reaperbase_get_smartie_base_dest
0x001a0ff8,148,FUNC,STB_GLOBAL,1,reaperbase_smartie_leave_pub,reaperbase_smartie_leave_pub
0x001a1090,348,FUNC,STB_GLOBAL,1,reaperbase_get_smartie_table_dest,reaperbase_get_smartie_table_dest
0x001a11f0,80,FUNC,STB_GLOBAL,1,reaperbase_smartie_leave_table,reaperbase_smartie_leave_table
0x001a1240,120,FUNC,STB_GLOBAL,1,reaperbase_get_table_ptr,reaperbase_get_table_ptr
0x001a12b8,144,FUNC,STB_GLOBAL,1,reaperbase_get_max_energy,reaperbase_get_max_energy
0x001a1348,88,FUNC,STB_GLOBAL,1,reaperbase_get_spellshop,reaperbase_get_spellshop
0x001a13a0,88,FUNC,STB_GLOBAL,1,reaperbase_get_gate,reaperbase_get_gate
0x001a13f8,108,FUNC,STB_GLOBAL,1,reaperbase_get_podium,reaperbase_get_podium
0x001a1468,52,FUNC,STB_GLOBAL,1,reaperbase_get_commandcenter,reaperbase_get_commandcenter
0x001a14a0,88,FUNC,STB_GLOBAL,1,reaperbase_get_shop,reaperbase_get_shop
0x001a14f8,52,FUNC,STB_GLOBAL,1,reaperbase_get_partyhouse,reaperbase_get_partyhouse
0x001a1530,204,FUNC,STB_LOCAL,1,reaperbase_check_gate(OBJECT*),reaperbase_check_gate__FP6OBJECT
0x001a1600,132,FUNC,STB_GLOBAL,1,reaperbase_open_gate,reaperbase_open_gate
0x001a1688,80,FUNC,STB_GLOBAL,1,reaperbase_close_gate,reaperbase_close_gate
0x001a16d8,88,FUNC,STB_GLOBAL,1,reaperbase_get_base_building,reaperbase_get_base_building
0x001a1730,76,FUNC,STB_GLOBAL,1,reaperbase_bldg_from_object,reaperbase_bldg_from_object
0x001a1780,0,NOTYPE,STB_LOCAL,1,gcc2_compiled.,gcc2_compiled.
0x001a1780,0,NOTYPE,STB_LOCAL,1,__gnu_compiled_cplusplus,__gnu_compiled_cplusplus
