addr,size,kind,bind,section,demangled,mangled
0x00125cf0,192,FUNC,STB_GLOBAL,1,isNodeVisible,isNodeVisible
0x00125db0,256,FUNC,STB_GLOBAL,1,setInstDrawLeafData,setInstDrawLeafData
0x00125eb0,112,FUNC,STB_GLOBAL,1,draw_world,draw_world
0x00125f20,104,FUNC,STB_GLOBAL,1,draw_dome,draw_dome
0x00125f88,84,FUNC,STB_GLOBAL,1,draw_ocean_bottom,draw_ocean_bottom
0x00125fe0,152,FUNC,STB_GLOBAL,1,"catinterp01(float, float*)",catinterp01__FfPf
0x00126078,1804,FUNC,STB_GLOBAL,1,draw_water_surface,draw_water_surface
0x00126788,0,NOTYPE,STB_LOCAL,1,gcc2_compiled.,gcc2_compiled.
0x00126788,0,NOTYPE,STB_LOCAL,1,__gnu_compiled_cplusplus,__gnu_compiled_cplusplus
0x00126788,44,FUNC,STB_GLOBAL,1,dspsys_instance(void),dspsys_instance__Fv
0x001267b8,160,FUNC,STB_GLOBAL,1,dspsys_reset(void),dspsys_reset__Fv
0x00126858,140,FUNC,STB_GLOBAL,1,dspsys_update(void),dspsys_update__Fv
0x001268e8,56,FUNC,STB_GLOBAL,1,dsp_pushFront(DynamicSoundProxy*),dsp_pushFront__FP17DynamicSoundProxy
0x00126920,156,FUNC,STB_GLOBAL,1,dsp_remove(DynamicSoundProxy*),dsp_remove__FP17DynamicSoundProxy
0x001269c0,0,NOTYPE,STB_LOCAL,1,gcc2_compiled.,gcc2_compiled.
0x001269c0,0,NOTYPE,STB_LOCAL,1,__gnu_compiled_cplusplus,__gnu_compiled_cplusplus
0x001269c0,8,FUNC,STB_GLOBAL,1,explosion2_size_ospec,explosion2_size_ospec
0x001269c8,204,FUNC,STB_GLOBAL,1,make_explosion,make_explosion
0x00126a98,164,FUNC,STB_GLOBAL,1,make_flash_explosion,make_flash_explosion
0x00126b40,576,FUNC,STB_GLOBAL,1,make_explosion_small,make_explosion_small
0x00126d80,576,FUNC,STB_GLOBAL,1,make_explosion_medium,make_explosion_medium
0x00126fc0,576,FUNC,STB_GLOBAL,1,make_explosion_large,make_explosion_large
0x00127200,220,FUNC,STB_GLOBAL,1,explosion_process,explosion_process
0x001272e0,236,FUNC,STB_GLOBAL,1,explosion2_process,explosion2_process
0x001273d0,340,FUNC,STB_GLOBAL,1,make_dust_ball,make_dust_ball
0x00127528,360,FUNC,STB_GLOBAL,1,dustball_process,dustball_process
0x00127690,328,FUNC,STB_GLOBAL,1,make_spell_ball,make_spell_ball
0x001277d8,364,FUNC,STB_GLOBAL,1,spellball_process,spellball_process
0x00127948,92,FUNC,STB_LOCAL,1,"drag_vel(float, float, float, float)",drag_vel__Fffff
0x001279a8,92,FUNC,STB_GLOBAL,1,"drag_pos(float, float, float, float)",drag_pos__Fffff
0x00127a08,100,FUNC,STB_GLOBAL,1,"drag_err(float, float, float, float, float, float)",drag_err__Fffffff
0x00127a70,432,FUNC,STB_GLOBAL,1,"drag_calc(float, float, float, float, float, float*, /*same*/)",drag_calc__FfffffPfT5
0x00127c20,0,NOTYPE,STB_LOCAL,1,gcc2_compiled.,gcc2_compiled.
0x00127c20,0,NOTYPE,STB_LOCAL,1,__gnu_compiled_cplusplus,__gnu_compiled_cplusplus
0x00127c20,88,FUNC,STB_LOCAL,1,FLK_streams_reset(void),FLK_streams_reset__Fv
0x00127c78,204,FUNC,STB_LOCAL,1,FLK_streams_update(void),FLK_streams_update__Fv
0x00127d48,68,FUNC,STB_LOCAL,1,FLK_streams_play(void),FLK_streams_play__Fv
0x00127d90,12,FUNC,STB_GLOBAL,1,FLK_ReplayFileNameGet,FLK_ReplayFileNameGet
0x00127da0,12,FUNC,STB_GLOBAL,1,FLK_ReplayFileNameClear,FLK_ReplayFileNameClear
0x00127db0,440,FUNC,STB_GLOBAL,1,FLK_GetScreenColor(float*),FLK_GetScreenColor__FPf
0x00127f68,8,FUNC,STB_GLOBAL,1,FLK_GetFlickTime(void),FLK_GetFlickTime__Fv
0x00127f70,48,FUNC,STB_GLOBAL,1,"FNT_RenderInfoProcess(FNT_RenderInfo*, float)",FNT_RenderInfoProcess__FP14FNT_RenderInfof
0x00127fa0,40,FUNC,STB_LOCAL,1,"FLK_IdToFileName(char*, /*same*/)",FLK_IdToFileName__FPcT0
0x00127fc8,944,FUNC,STB_LOCAL,1,"FLK_ObjectInFlick(FLK_Flick*, OBJECT*)",FLK_ObjectInFlick__FP9FLK_FlickP6OBJECT
0x00128378,56,FUNC,STB_GLOBAL,1,"FLK_LetterboxSet(FLK_Flick*, float, float)",FLK_LetterboxSet__FP9FLK_Flickff
0x001283b0,104,FUNC,STB_GLOBAL,1,FLK_LetterboxProcess(FLK_Flick*),FLK_LetterboxProcess__FP9FLK_Flick
0x00128418,200,FUNC,STB_GLOBAL,1,"FLK_SliderSet(FLK_Slider*, float, float, float, float, float)",FLK_SliderSet__FP10FLK_Sliderfffff
0x001284e0,100,FUNC,STB_GLOBAL,1,"FLK_SliderProcess(FLK_Slider*, float)",FLK_SliderProcess__FP10FLK_Sliderf
0x00128548,24,FUNC,STB_GLOBAL,1,"ResPtr(FLK_File*, int)",ResPtr__FP8FLK_Filei
0x00128560,196,FUNC,STB_GLOBAL,1,FLK_FileLoad(char*),FLK_FileLoad__FPc
0x00128628,32,FUNC,STB_GLOBAL,1,FLK_FileUnload(FLK_File*),FLK_FileUnload__FP8FLK_File
0x00128648,668,FUNC,STB_GLOBAL,1,"FLK_FlickCreate(FLK_File*, char*, unsigned int, unsigned int, unsigned int)",FLK_FlickCreate__FP8FLK_FilePcUiUiUi
0x001288e8,280,FUNC,STB_GLOBAL,1,FLK_FlickDestroy(FLK_Flick*),FLK_FlickDestroy__FP9FLK_Flick
0x00128a00,8,FUNC,STB_GLOBAL,1,"FLK_ActorGetMat(GEO_Mat*, FLK_Actor*)",FLK_ActorGetMat__FP7GEO_MatP9FLK_Actor
0x00128a08,148,FUNC,STB_GLOBAL,1,"FLK_DirectorAdd(FLK_Flick*, int, char*, scenScene*)",FLK_DirectorAdd__FP9FLK_FlickiPcP9scenScene
0x00128aa0,424,FUNC,STB_GLOBAL,1,"FLK_ActorAdd(FLK_Flick*, int, char*, int, int)",FLK_ActorAdd__FP9FLK_FlickiPcii
0x00128c48,540,FUNC,STB_GLOBAL,1,"FLK_ActorAttach(FLK_Flick*, int, char*, int, /*same*/)",FLK_ActorAttach__FP9FLK_FlickiPciT2
0x00128e68,948,FUNC,STB_GLOBAL,1,FLK_FxMat(FLK_Fx*),FLK_FxMat__FP6FLK_Fx
0x00129220,128,FUNC,STB_GLOBAL,1,"FLK_FxInit(FLK_Flick*, FLK_Fx*)",FLK_FxInit__FP9FLK_FlickP6FLK_Fx
0x001292a0,488,FUNC,STB_GLOBAL,1,"FLK_FxSpawn(FLK_Flick*, int, int, int, int, char*)",FLK_FxSpawn__FP9FLK_FlickiiiiPc
0x00129488,204,FUNC,STB_GLOBAL,1,"FLK_ActorOrigin(FLK_Flick*, int, char*)",FLK_ActorOrigin__FP9FLK_FlickiPc
0x00129558,300,FUNC,STB_GLOBAL,1,FLK_ActorOffsetEval(FLK_Actor*),FLK_ActorOffsetEval__FP9FLK_Actor
0x00129688,32,FUNC,STB_GLOBAL,1,"FLK_ActorScale(FLK_Flick*, int, float)",FLK_ActorScale__FP9FLK_Flickif
0x001296a8,104,FUNC,STB_GLOBAL,1,"FLK_CameraSet(FLK_Flick*, int, char*, /*same*/)",FLK_CameraSet__FP9FLK_FlickiPcT2
0x00129710,12,FUNC,STB_GLOBAL,1,"FNT_StringRender(char*, FNT_RenderInfo*)",FNT_StringRender__FPcP14FNT_RenderInfo
0x00129720,488,FUNC,STB_GLOBAL,1,FLK_FlickTextProcess(FLK_Flick*),FLK_FlickTextProcess__FP9FLK_Flick
0x00129908,204,FUNC,STB_GLOBAL,1,"object_update(OBJECT*, int)",object_update__FP6OBJECTi
0x001299d8,208,FUNC,STB_GLOBAL,1,"object_render(OBJECT*, int, ?G, f32quat)",object_render__FP6OBJECTiG7f32quat
0x00129aa8,204,FUNC,STB_GLOBAL,1,"flick_get_ref_matrix_local(OBJECT*, geom_Mat*, unsigned int)",flick_get_ref_matrix_local__FP6OBJECTP8geom_MatUi
0x00129b78,2096,FUNC,STB_GLOBAL,1,flick_lock_logic(FLK_Actor*),flick_lock_logic__FP9FLK_Actor
0x0012a3a8,524,FUNC,STB_GLOBAL,1,FlickAnimate(FLK_Flick*),FlickAnimate__FP9FLK_Flick
0x0012a5b8,2440,FUNC,STB_GLOBAL,1,FLK_FlickRender(FLK_Flick*),FLK_FlickRender__FP9FLK_Flick
0x0012af40,268,FUNC,STB_GLOBAL,1,"FLK_FlickUpdateTime(FLK_Flick*, float)",FLK_FlickUpdateTime__FP9FLK_Flickf
0x0012b050,1764,FUNC,STB_GLOBAL,1,FLK_FlickProcess(FLK_Flick*),FLK_FlickProcess__FP9FLK_Flick
0x0012b738,72,FUNC,STB_GLOBAL,1,FLK_FlickStop,FLK_FlickStop
0x0012b780,312,FUNC,STB_GLOBAL,1,FLK_FlickLoad,FLK_FlickLoad
0x0012b8b8,84,FUNC,STB_GLOBAL,1,FLK_CleanupObjects(void),FLK_CleanupObjects__Fv
0x0012b910,280,FUNC,STB_GLOBAL,1,FLK_FlickPlay,FLK_FlickPlay
0x0012ba28,28,FUNC,STB_GLOBAL,1,FLK_FlickPlaying,FLK_FlickPlaying
0x0012ba48,0,NOTYPE,STB_LOCAL,1,gcc2_compiled.,gcc2_compiled.
0x0012ba48,0,NOTYPE,STB_LOCAL,1,__gnu_compiled_cplusplus,__gnu_compiled_cplusplus
0x0012ba48,116,FUNC,STB_GLOBAL,1,FRateReset,FRateReset
0x0012bac0,40,FUNC,STB_GLOBAL,1,frate_get,frate_get
0x0012bae8,40,FUNC,STB_GLOBAL,1,"frateDelta(unsigned long, unsigned long*, unsigned long)",frateDelta__FUlPUlUl
0x0012bb10,352,FUNC,STB_GLOBAL,1,FRateCalculate,FRateCalculate
0x0012bc70,196,FUNC,STB_GLOBAL,1,FRateGetSecsframe,FRateGetSecsframe
0x0012bd38,176,FUNC,STB_GLOBAL,1,FRateSlowTime,FRateSlowTime
0x0012bde8,168,FUNC,STB_GLOBAL,1,FRateUpdateSlowTimes,FRateUpdateSlowTimes
0x0012be90,104,FUNC,STB_GLOBAL,1,FRateFinit(void),FRateFinit__Fv
0x0012bef8,0,NOTYPE,STB_LOCAL,1,gcc2_compiled.,gcc2_compiled.
0x0012bef8,0,NOTYPE,STB_LOCAL,1,__gnu_compiled_cplusplus,__gnu_compiled_cplusplus
0x0012bef8,216,FUNC,STB_GLOBAL,1,fx_init,fx_init
0x0012bfd0,12,FUNC,STB_GLOBAL,1,fx_needsInit(void),fx_needsInit__Fv
0x0012bfe0,152,FUNC,STB_GLOBAL,1,fx_finit,fx_finit
0x0012c078,108,FUNC,STB_GLOBAL,1,InitFxDict(void),InitFxDict__Fv
0x0012c0e8,36,FUNC,STB_GLOBAL,1,fx_find,fx_find
0x0012c110,280,FUNC,STB_GLOBAL,1,fx_setupWeather(int),fx_setupWeather__Fi
0x0012c228,60,FUNC,STB_GLOBAL,1,"fx_setupWeatherStart(FXSTACKTAG*, int, int, float)",fx_setupWeatherStart__FP10FXSTACKTAGiif
0x0012c268,52,FUNC,STB_GLOBAL,1,"fx_setupWeatherDistance(FXSTACKTAG*, float, float)",fx_setupWeatherDistance__FP10FXSTACKTAGff
0x0012c2a0,48,FUNC,STB_GLOBAL,1,"fx_setupWind(FXSTACKTAG*, int)",fx_setupWind__FP10FXSTACKTAGi
0x0012c2d0,180,FUNC,STB_GLOBAL,1,"fx_setupWeatherFog(FXSTACKTAG*, float, float, float*, float)",fx_setupWeatherFog__FP10FXSTACKTAGffPff
0x0012c388,44,FUNC,STB_GLOBAL,1,"fx_setupWeatherUnfogDelay(FXSTACKTAG*, float)",fx_setupWeatherUnfogDelay__FP10FXSTACKTAGf
0x0012c3b8,216,FUNC,STB_GLOBAL,1,"fx_setupWeatherFogSky(FXSTACKTAG*, float, float, float*, float, float, /*same*/, float)",fx_setupWeatherFogSky__FP10FXSTACKTAGffPfffT3f
0x0012c490,180,FUNC,STB_GLOBAL,1,"fx_setupWeatherFogWater(FXSTACKTAG*, float, float, float*, float)",fx_setupWeatherFogWater__FP10FXSTACKTAGffPff
0x0012c548,52,FUNC,STB_GLOBAL,1,"fx_setupWeatherLifeSpan(FXSTACKTAG*, float)",fx_setupWeatherLifeSpan__FP10FXSTACKTAGf
0x0012c580,8,FUNC,STB_GLOBAL,1,"fx_weatherGetParticleLoc(FxOspec*, P3D*)",fx_weatherGetParticleLoc__FP7FxOspecP3P3D
0x0012c588,188,FUNC,STB_GLOBAL,1,"fx_weatherRespawnParticle(OBJECT*, FxOspec*)",fx_weatherRespawnParticle__FP6OBJECTP7FxOspec
0x0012c648,356,FUNC,STB_GLOBAL,1,"fx_weatherCreateParticle(OBJECT*, FxOspec*)",fx_weatherCreateParticle__FP6OBJECTP7FxOspec
0x0012c7b0,404,FUNC,STB_GLOBAL,1,"fx_weatherSetupFog(float, float, float*, float, float, /*same*/, float, float, int)",fx_weatherSetupFog__FffPfffT2ffi
0x0012c948,1048,FUNC,STB_GLOBAL,1,"fx_weatherSystemLogic(OBJECT*, FxOspec*)",fx_weatherSystemLogic__FP6OBJECTP7FxOspec
0x0012cd60,240,FUNC,STB_GLOBAL,1,fx_processType,fx_processType
0x0012ce50,36,FUNC,STB_GLOBAL,1,fx_isType,fx_isType
0x0012ce78,256,FUNC,STB_GLOBAL,1,fx_destroyType,fx_destroyType
0x0012cf78,300,FUNC,STB_GLOBAL,1,fx_renderType,fx_renderType
0x0012d0a8,16,FUNC,STB_GLOBAL,1,fx_free_effect(FXLISTTAG*),fx_free_effect__FP9FXLISTTAG
0x0012d0b8,152,FUNC,STB_GLOBAL,1,fx_get_free_effect(void),fx_get_free_effect__Fv
0x0012d150,88,FUNC,STB_GLOBAL,1,fx_add_effect,fx_add_effect
0x0012d1a8,724,FUNC,STB_GLOBAL,1,fx_create,fx_create
0x0012d480,236,FUNC,STB_GLOBAL,1,"fxobj_delete(OBJECT*, FxOspec*, int)",fxobj_delete__FP6OBJECTP7FxOspeci
0x0012d570,60,FUNC,STB_GLOBAL,1,fx_fix_logged_objects(FXLISTTAG*),fx_fix_logged_objects__FP9FXLISTTAG
0x0012d5b0,140,FUNC,STB_GLOBAL,1,fx_free(FXLISTTAG*),fx_free__FP9FXLISTTAG
0x0012d640,112,FUNC,STB_GLOBAL,1,fx_delete,fx_delete
0x0012d6b0,140,FUNC,STB_GLOBAL,1,fx_move,fx_move
0x0012d740,116,FUNC,STB_GLOBAL,1,"fx_stackPush(FXSTACKTAG**, /*same*/, OBJECT*)",fx_stackPush__FPP10FXSTACKTAGT0P6OBJECT
0x0012d7b8,192,FUNC,STB_GLOBAL,1,"fx_stackPop(FXSTACKTAG**, /*same*/)",fx_stackPop__FPP10FXSTACKTAGT0
0x0012d878,32,FUNC,STB_GLOBAL,1,fx_setCollidable(FXSTACKTAG*),fx_setCollidable__FP10FXSTACKTAG
0x0012d898,76,FUNC,STB_GLOBAL,1,"fx_setFadeIn(FXSTACKTAG*, float, float)",fx_setFadeIn__FP10FXSTACKTAGff
0x0012d8e8,196,FUNC,STB_GLOBAL,1,"fx_setLifeSpan(FXSTACKTAG*, float, float, float)",fx_setLifeSpan__FP10FXSTACKTAGfff
0x0012d9b0,140,FUNC,STB_GLOBAL,1,"fx_setScaleLinear(FXSTACKTAG*, float, float)",fx_setScaleLinear__FP10FXSTACKTAGff
0x0012da40,252,FUNC,STB_GLOBAL,1,"fx_setScaleExp(FXSTACKTAG*, float, float)",fx_setScaleExp__FP10FXSTACKTAGff
0x0012db40,144,FUNC,STB_GLOBAL,1,"fx_setScaleLog(FXSTACKTAG*, float, float)",fx_setScaleLog__FP10FXSTACKTAGff
0x0012dbd0,24,FUNC,STB_GLOBAL,1,"fx_setPause(FxData*, FXSTACKTAG*, float)",fx_setPause__FP6FxDataP10FXSTACKTAGf
0x0012dbe8,176,FUNC,STB_GLOBAL,1,fx_resume,fx_resume
0x0012dc98,44,FUNC,STB_GLOBAL,1,"fx_setOnResume(FXSTACKTAG*, unsigned char*)",fx_setOnResume__FP10FXSTACKTAGPUc
0x0012dcc8,96,FUNC,STB_GLOBAL,1,"fx_killLoggedObj(FxData*, FXSTACKTAG*)",fx_killLoggedObj__FP6FxDataP10FXSTACKTAG
0x0012dd28,20,FUNC,STB_GLOBAL,1,"fx_setWait(FxData*, FXSTACKTAG*)",fx_setWait__FP6FxDataP10FXSTACKTAG
0x0012dd40,56,FUNC,STB_GLOBAL,1,"fx_setupScreenShake(FXSTACKTAG*, float, float, float, float)",fx_setupScreenShake__FP10FXSTACKTAGffff
0x0012dd78,84,FUNC,STB_GLOBAL,1,"fx_setOnDeath(FXSTACKTAG*, int)",fx_setOnDeath__FP10FXSTACKTAGi
0x0012ddd0,368,FUNC,STB_GLOBAL,1,"fx_createGameLockedObj(FxData*, int, int, int)",fx_createGameLockedObj__FP6FxDataiii
0x0012df40,700,FUNC,STB_GLOBAL,1,"fx_createObj(FxData*, int)",fx_createObj__FP6FxDatai
0x0012e200,56,FUNC,STB_GLOBAL,1,fx_setupInvisible(FXSTACKTAG*),fx_setupInvisible__FP10FXSTACKTAG
0x0012e238,272,FUNC,STB_GLOBAL,1,"fx_refLock(OBJECT*, int, int, int, int, GEO_Mat*, int)",fx_refLock__FP6OBJECTiiiiP7GEO_Mati
0x0012e348,176,FUNC,STB_GLOBAL,1,"fx_attach(FXSTACKTAG*, int, int, int, int, GEO_Mat*)",fx_attach__FP10FXSTACKTAGiiiiP7GEO_Mat
0x0012e3f8,32,FUNC,STB_GLOBAL,1,fx_setIgnoreSlowTime(FXSTACKTAG*),fx_setIgnoreSlowTime__FP10FXSTACKTAG
0x0012e418,8,FUNC,STB_GLOBAL,1,"fx_orientToGround(FXSTACKTAG*, float)",fx_orientToGround__FP10FXSTACKTAGf
0x0012e420,8,FUNC,STB_GLOBAL,1,fx_startOnGround(FXSTACKTAG*),fx_startOnGround__FP10FXSTACKTAG
0x0012e428,76,FUNC,STB_GLOBAL,1,"fx_setTornado(FXSTACKTAG*, int)",fx_setTornado__FP10FXSTACKTAGi
0x0012e478,64,FUNC,STB_GLOBAL,1,"fx_setupDrift(FXSTACKTAG*, float)",fx_setupDrift__FP10FXSTACKTAGf
0x0012e4b8,60,FUNC,STB_GLOBAL,1,"fx_setGravity(FXSTACKTAG*, float)",fx_setGravity__FP10FXSTACKTAGf
0x0012e4f8,28,FUNC,STB_GLOBAL,1,"fx_setRestitution(FXSTACKTAG*, float)",fx_setRestitution__FP10FXSTACKTAGf
0x0012e518,28,FUNC,STB_GLOBAL,1,"fx_setGroundFrictionPower(FXSTACKTAG*, float)",fx_setGroundFrictionPower__FP10FXSTACKTAGf
0x0012e538,28,FUNC,STB_GLOBAL,1,"fx_setGroundFrictionPowerDropoff(FXSTACKTAG*, float)",fx_setGroundFrictionPowerDropoff__FP10FXSTACKTAGf
0x0012e558,44,FUNC,STB_GLOBAL,1,"fx_setMass(FXSTACKTAG*, float, float)",fx_setMass__FP10FXSTACKTAGff
0x0012e588,28,FUNC,STB_GLOBAL,1,"fx_setGroundFriction(FXSTACKTAG*, float)",fx_setGroundFriction__FP10FXSTACKTAGf
0x0012e5a8,44,FUNC,STB_GLOBAL,1,"fx_setFriction(FXSTACKTAG*, float, float)",fx_setFriction__FP10FXSTACKTAGff
0x0012e5d8,32,FUNC,STB_GLOBAL,1,fx_setupFaceDirection(FXSTACKTAG*),fx_setupFaceDirection__FP10FXSTACKTAG
0x0012e5f8,40,FUNC,STB_GLOBAL,1,"fx_setSpeed(FXSTACKTAG*, float)",fx_setSpeed__FP10FXSTACKTAGf
0x0012e620,92,FUNC,STB_GLOBAL,1,"fx_setHeightOffset(FXSTACKTAG*, float)",fx_setHeightOffset__FP10FXSTACKTAGf
0x0012e680,32,FUNC,STB_GLOBAL,1,"fx_setupGroundHit(FXSTACKTAG*, int)",fx_setupGroundHit__FP10FXSTACKTAGi
0x0012e6a0,8,FUNC,STB_GLOBAL,1,"fx_createDecal(FXSTACKTAG*, float, float, int)",fx_createDecal__FP10FXSTACKTAGffi
0x0012e6a8,96,FUNC,STB_GLOBAL,1,"fx_setupGroundHitDecal(FXSTACKTAG*, float, float, int)",fx_setupGroundHitDecal__FP10FXSTACKTAGffi
0x0012e708,44,FUNC,STB_GLOBAL,1,"fx_setupGroundHitReflect(FXSTACKTAG*, float)",fx_setupGroundHitReflect__FP10FXSTACKTAGf
0x0012e738,96,FUNC,STB_GLOBAL,1,"fx_setupGroundHitCreate(FXSTACKTAG*, int, int)",fx_setupGroundHitCreate__FP10FXSTACKTAGii
0x0012e798,52,FUNC,STB_GLOBAL,1,"fx_setupEmitterEnd(FXSTACKTAG*, float)",fx_setupEmitterEnd__FP10FXSTACKTAGf
0x0012e7d0,604,FUNC,STB_GLOBAL,1,"fx_setupEmitter(FxData*, FXSTACKTAG*, int, float, int, int, int, int, int, int)",fx_setupEmitter__FP6FxDataP10FXSTACKTAGifiiiiii
0x0012ea30,252,FUNC,STB_GLOBAL,1,fx_setupTracer(FXSTACKTAG*),fx_setupTracer__FP10FXSTACKTAG
0x0012eb30,108,FUNC,STB_GLOBAL,1,"fx_setupTracerWidth(FXSTACKTAG*, float)",fx_setupTracerWidth__FP10FXSTACKTAGf
0x0012eba0,108,FUNC,STB_GLOBAL,1,"fx_setupTracerSegTime(FXSTACKTAG*, float)",fx_setupTracerSegTime__FP10FXSTACKTAGf
0x0012ec10,172,FUNC,STB_GLOBAL,1,"fx_setupTracerLifeSpan(FXSTACKTAG*, float, float)",fx_setupTracerLifeSpan__FP10FXSTACKTAGff
0x0012ecc0,208,FUNC,STB_GLOBAL,1,"fx_setupTracerRGB(FXSTACKTAG*, float*, /*same*/)",fx_setupTracerRGB__FP10FXSTACKTAGPfT1
0x0012ed90,92,FUNC,STB_GLOBAL,1,"fx_setupTracerDelay(FXSTACKTAG*, float)",fx_setupTracerDelay__FP10FXSTACKTAGf
0x0012edf0,160,FUNC,STB_GLOBAL,1,"fx_setupTracerFadeIn(FXSTACKTAG*, float)",fx_setupTracerFadeIn__FP10FXSTACKTAGf
0x0012ee90,100,FUNC,STB_GLOBAL,1,"fx_setupInitialRotation(FXSTACKTAG*, float, float, float)",fx_setupInitialRotation__FP10FXSTACKTAGfff
0x0012eef8,120,FUNC,STB_GLOBAL,1,"fx_setupRotate(FXSTACKTAG*, float, float, float)",fx_setupRotate__FP10FXSTACKTAGfff
0x0012ef70,360,FUNC,STB_GLOBAL,1,"fx_setupTextureAnimtion(FXSTACKTAG*, int, float)",fx_setupTextureAnimtion__FP10FXSTACKTAGif
0x0012f0d8,68,FUNC,STB_GLOBAL,1,"fx_setupUVScrolling(FXSTACKTAG*, float, float)",fx_setupUVScrolling__FP10FXSTACKTAGff
0x0012f120,36,FUNC,STB_GLOBAL,1,"fx_getReferenceLocation(OBJECT*, int, P3D*)",fx_getReferenceLocation__FP6OBJECTiP3P3D
0x0012f148,52,FUNC,STB_GLOBAL,1,"fx_playStream(FxData*, int)",fx_playStream__FP6FxDatai
0x0012f180,40,FUNC,STB_GLOBAL,1,"fx_playSound(FxData*, int)",fx_playSound__FP6FxDatai
0x0012f1a8,116,FUNC,STB_GLOBAL,1,"fx_playSoundMono(FxData*, int, float)",fx_playSoundMono__FP6FxDataif
0x0012f220,44,FUNC,STB_GLOBAL,1,"fx_playSoundObject(FXSTACKTAG*, int)",fx_playSoundObject__FP10FXSTACKTAGi
0x0012f250,56,FUNC,STB_GLOBAL,1,"fx_playSoundPlayer(FXSTACKTAG*, int, int)",fx_playSoundPlayer__FP10FXSTACKTAGii
0x0012f288,128,FUNC,STB_GLOBAL,1,"fx_playSoundSequence(FXSTACKTAG*, P3D*, int, int, float, int, int, int)",fx_playSoundSequence__FP10FXSTACKTAGP3P3Diifiii
0x0012f308,36,FUNC,STB_GLOBAL,1,"fx_interruptSoundSequence(FXSTACKTAG*, int)",fx_interruptSoundSequence__FP10FXSTACKTAGi
0x0012f330,496,FUNC,STB_GLOBAL,1,"fx_applyWindForce(P3D*, /*same*/, int)",fx_applyWindForce__FP3P3DT0i
0x0012f520,8,FUNC,STB_GLOBAL,1,"fx_createFlame(FxData*, float)",fx_createFlame__FP6FxDataf
0x0012f528,328,FUNC,STB_GLOBAL,1,"fx_setupVerticleFade(FXSTACKTAG*, float, float, float, float, float)",fx_setupVerticleFade__FP10FXSTACKTAGfffff
0x0012f670,16,FUNC,STB_GLOBAL,1,fx_setupGameHandled(FxData*),fx_setupGameHandled__FP6FxData
0x0012f680,60,FUNC,STB_GLOBAL,1,"fx_logObject(FxData*, FXSTACKTAG*)",fx_logObject__FP6FxDataP10FXSTACKTAG
0x0012f6c0,76,FUNC,STB_LOCAL,1,fx_setupPlayAnim(FXSTACKTAG*),fx_setupPlayAnim__FP10FXSTACKTAG
0x0012f710,76,FUNC,STB_LOCAL,1,fx_setupEndAnim(FXSTACKTAG*),fx_setupEndAnim__FP10FXSTACKTAG
0x0012f760,11184,FUNC,STB_GLOBAL,1,"fx_processOpCodes(FxData*, int, OBJECT*)",fx_processOpCodes__FP6FxDataiP6OBJECT
0x00132310,544,FUNC,STB_GLOBAL,1,fx_process_one,fx_process_one
0x00132530,64,FUNC,STB_GLOBAL,1,fx_process,fx_process
0x00132570,36,FUNC,STB_GLOBAL,1,fx_get_total_effects,fx_get_total_effects
0x00132598,8,FUNC,STB_GLOBAL,1,fx_get_effects_head,fx_get_effects_head
0x001325a0,8,FUNC,STB_GLOBAL,1,fx_get_bin_base,fx_get_bin_base
0x001325a8,204,FUNC,STB_GLOBAL,1,fx_validate_object_list,fx_validate_object_list
0x00132678,44,FUNC,STB_GLOBAL,1,fx_shot,fx_shot
0x001326a8,4972,FUNC,STB_GLOBAL,1,fx_logic,fx_logic
0x00133a18,8,FUNC,STB_GLOBAL,1,fx_size_ospec,fx_size_ospec
0x00133a20,180,FUNC,STB_GLOBAL,1,fx_obj_del,fx_obj_del
0x00133ad8,8,FUNC,STB_GLOBAL,1,wind_size_ospec,wind_size_ospec
0x00133ae0,8,FUNC,STB_GLOBAL,1,wind_logic,wind_logic
0x00133ae8,92,FUNC,STB_GLOBAL,1,deathfx_logic,deathfx_logic
0x00133b48,596,FUNC,STB_GLOBAL,1,deathfx_shot,deathfx_shot
0x00133da0,8,FUNC,STB_GLOBAL,1,deathfx_size_ospec,deathfx_size_ospec
0x00133da8,396,FUNC,STB_GLOBAL,1,fxplayer_logic,fxplayer_logic
0x00133f38,8,FUNC,STB_GLOBAL,1,fxplayer_size_ospec,fxplayer_size_ospec
0x00133f40,12,FUNC,STB_GLOBAL,1,IsSaveGameLocked,IsSaveGameLocked
0x00133f60,0,NOTYPE,STB_LOCAL,1,gcc2_compiled.,gcc2_compiled.
0x00133f60,0,NOTYPE,STB_LOCAL,1,__gnu_compiled_cplusplus,__gnu_compiled_cplusplus
0x00133f60,120,FUNC,STB_GLOBAL,1,gate_move,gate_move
0x00133fd8,328,FUNC,STB_LOCAL,1,gate_approach_move(OBJECT*),gate_approach_move__FP6OBJECT
0x00134120,412,FUNC,STB_LOCAL,1,gate_death_move(OBJECT*),gate_death_move__FP6OBJECT
0x001342c0,8,FUNC,STB_GLOBAL,1,gate_animselect,gate_animselect
0x001342c8,8,FUNC,STB_GLOBAL,1,gate_size_ospec,gate_size_ospec
0x001342d0,0,NOTYPE,STB_LOCAL,1,gcc2_compiled.,gcc2_compiled.
0x001342d0,0,NOTYPE,STB_LOCAL,1,__gnu_compiled_cplusplus,__gnu_compiled_cplusplus
